Sectorizacion;Sector;Volumen;Nucleo
1A;LECMR1I;ASL;Madrid Ruta 1
1A;LECMR1I;ASU;Madrid Ruta 1
1A;LECMR1I;BLL;Madrid Ruta 1
1A;LECMR1I;BLU;Madrid Ruta 1
1A;LECMR1I;DGL;Madrid Ruta 1
1A;LECMR1I;DGU;Madrid Ruta 1
1A;LECMR1I;PAL;Madrid Ruta 1
1A;LECMR1I;PAU;Madrid Ruta 1
1A;LECMR1I;SAL;Madrid Ruta 1
1A;LECMR1I;SAU;Madrid Ruta 1
2A;LECMDPI;DGL;Madrid Ruta 1
2A;LECMDPI;DGU;Madrid Ruta 1
2A;LECMDPI;PAL;Madrid Ruta 1
2A;LECMDPI;PAU;Madrid Ruta 1
2A;LECMSAB;ASL;Madrid Ruta 1
2A;LECMSAB;ASU;Madrid Ruta 1
2A;LECMSAB;BLL;Madrid Ruta 1
2A;LECMSAB;BLU;Madrid Ruta 1
2A;LECMSAB;SAL;Madrid Ruta 1
2A;LECMSAB;SAU;Madrid Ruta 1
2B;LECMBDP;BLL;Madrid Ruta 1
2B;LECMBDP;BLU;Madrid Ruta 1
2B;LECMBDP;DGL;Madrid Ruta 1
2B;LECMBDP;DGU;Madrid Ruta 1
2B;LECMBDP;PAL;Madrid Ruta 1
2B;LECMBDP;PAU;Madrid Ruta 1
2B;LECMSAI;ASL;Madrid Ruta 1
2B;LECMSAI;ASU;Madrid Ruta 1
2B;LECMSAI;SAL;Madrid Ruta 1
2B;LECMSAI;SAU;Madrid Ruta 1
3A;LECMDGI;DGL;Madrid Ruta 1
3A;LECMDGI;DGU;Madrid Ruta 1
3A;LECMPAI;PAL;Madrid Ruta 1
3A;LECMPAI;PAU;Madrid Ruta 1
3A;LECMSAB;ASL;Madrid Ruta 1
3A;LECMSAB;ASU;Madrid Ruta 1
3A;LECMSAB;BLL;Madrid Ruta 1
3A;LECMSAB;BLU;Madrid Ruta 1
3A;LECMSAB;SAL;Madrid Ruta 1
3A;LECMSAB;SAU;Madrid Ruta 1
3B;LECMBLI;BLL;Madrid Ruta 1
3B;LECMBLI;BLU;Madrid Ruta 1
3B;LECMDPI;DGL;Madrid Ruta 1
3B;LECMDPI;DGU;Madrid Ruta 1
3B;LECMDPI;PAL;Madrid Ruta 1
3B;LECMDPI;PAU;Madrid Ruta 1
3B;LECMSAI;ASL;Madrid Ruta 1
3B;LECMSAI;ASU;Madrid Ruta 1
3B;LECMSAI;SAL;Madrid Ruta 1
3B;LECMSAI;SAU;Madrid Ruta 1
3C;LECMBDI;BLL;Madrid Ruta 1
3C;LECMBDI;BLU;Madrid Ruta 1
3C;LECMBDI;DGL;Madrid Ruta 1
3C;LECMBDI;DGU;Madrid Ruta 1
3C;LECMPAI;PAL;Madrid Ruta 1
3C;LECMPAI;PAU;Madrid Ruta 1
3C;LECMSAI;ASL;Madrid Ruta 1
3C;LECMSAI;ASU;Madrid Ruta 1
3C;LECMSAI;SAL;Madrid Ruta 1
3C;LECMSAI;SAU;Madrid Ruta 1
3D;LECMASI;ASL;Madrid Ruta 1
3D;LECMASI;ASU;Madrid Ruta 1
3D;LECMBDP;BLL;Madrid Ruta 1
3D;LECMBDP;BLU;Madrid Ruta 1
3D;LECMBDP;DGL;Madrid Ruta 1
3D;LECMBDP;DGU;Madrid Ruta 1
3D;LECMBDP;PAL;Madrid Ruta 1
3D;LECMBDP;PAU;Madrid Ruta 1
3D;LECMSAN;SAL;Madrid Ruta 1
3D;LECMSAN;SAU;Madrid Ruta 1
4A;LECMBLI;BLL;Madrid Ruta 1
4A;LECMBLI;BLU;Madrid Ruta 1
4A;LECMDGI;DGL;Madrid Ruta 1
4A;LECMDGI;DGU;Madrid Ruta 1
4A;LECMPAI;PAL;Madrid Ruta 1
4A;LECMPAI;PAU;Madrid Ruta 1
4A;LECMSAI;ASL;Madrid Ruta 1
4A;LECMSAI;ASU;Madrid Ruta 1
4A;LECMSAI;SAL;Madrid Ruta 1
4A;LECMSAI;SAU;Madrid Ruta 1
4B;LECMASI;ASL;Madrid Ruta 1
4B;LECMASI;ASU;Madrid Ruta 1
4B;LECMBLI;BLL;Madrid Ruta 1
4B;LECMBLI;BLU;Madrid Ruta 1
4B;LECMDPI;DGL;Madrid Ruta 1
4B;LECMDPI;DGU;Madrid Ruta 1
4B;LECMDPI;PAL;Madrid Ruta 1
4B;LECMDPI;PAU;Madrid Ruta 1
4B;LECMSAN;SAL;Madrid Ruta 1
4B;LECMSAN;SAU;Madrid Ruta 1
4C;LECMASI;ASL;Madrid Ruta 1
4C;LECMASI;ASU;Madrid Ruta 1
4C;LECMBDI;BLL;Madrid Ruta 1
4C;LECMBDI;BLU;Madrid Ruta 1
4C;LECMBDI;DGL;Madrid Ruta 1
4C;LECMBDI;DGU;Madrid Ruta 1
4C;LECMPAI;PAL;Madrid Ruta 1
4C;LECMPAI;PAU;Madrid Ruta 1
4C;LECMSAN;SAL;Madrid Ruta 1
4C;LECMSAN;SAU;Madrid Ruta 1
4D;LECMASU;ASU;Madrid Ruta 1
4D;LECMBDP;BLL;Madrid Ruta 1
4D;LECMBDP;BLU;Madrid Ruta 1
4D;LECMBDP;DGL;Madrid Ruta 1
4D;LECMBDP;DGU;Madrid Ruta 1
4D;LECMBDP;PAL;Madrid Ruta 1
4D;LECMBDP;PAU;Madrid Ruta 1
4D;LECMNWL;ASL;Madrid Ruta 1
4D;LECMNWL;SAL;Madrid Ruta 1
4D;LECMSAU;SAU;Madrid Ruta 1
4E;LECMBDI;BLL;Madrid Ruta 1
4E;LECMBDI;BLU;Madrid Ruta 1
4E;LECMBDI;DGL;Madrid Ruta 1
4E;LECMBDI;DGU;Madrid Ruta 1
4E;LECMPAL;PAL;Madrid Ruta 1
4E;LECMPAU;PAU;Madrid Ruta 1
4E;LECMSAI;ASL;Madrid Ruta 1
4E;LECMSAI;ASU;Madrid Ruta 1
4E;LECMSAI;SAL;Madrid Ruta 1
4E;LECMSAI;SAU;Madrid Ruta 1
5A;LECMASI;ASL;Madrid Ruta 1
5A;LECMASI;ASU;Madrid Ruta 1
5A;LECMBLI;BLL;Madrid Ruta 1
5A;LECMBLI;BLU;Madrid Ruta 1
5A;LECMDGI;DGL;Madrid Ruta 1
5A;LECMDGI;DGU;Madrid Ruta 1
5A;LECMPAI;PAL;Madrid Ruta 1
5A;LECMPAI;PAU;Madrid Ruta 1
5A;LECMSAN;SAL;Madrid Ruta 1
5A;LECMSAN;SAU;Madrid Ruta 1
5B;LECMBLI;BLL;Madrid Ruta 1
5B;LECMBLI;BLU;Madrid Ruta 1
5B;LECMDGI;DGL;Madrid Ruta 1
5B;LECMDGI;DGU;Madrid Ruta 1
5B;LECMPAL;PAL;Madrid Ruta 1
5B;LECMPAU;PAU;Madrid Ruta 1
5B;LECMSAI;ASL;Madrid Ruta 1
5B;LECMSAI;ASU;Madrid Ruta 1
5B;LECMSAI;SAL;Madrid Ruta 1
5B;LECMSAI;SAU;Madrid Ruta 1
5C;LECMBLI;BLL;Madrid Ruta 1
5C;LECMBLI;BLU;Madrid Ruta 1
5C;LECMDGL;DGL;Madrid Ruta 1
5C;LECMDGU;DGU;Madrid Ruta 1
5C;LECMPAI;PAL;Madrid Ruta 1
5C;LECMPAI;PAU;Madrid Ruta 1
5C;LECMSAI;ASL;Madrid Ruta 1
5C;LECMSAI;ASU;Madrid Ruta 1
5C;LECMSAI;SAL;Madrid Ruta 1
5C;LECMSAI;SAU;Madrid Ruta 1
5D;LECMASU;ASU;Madrid Ruta 1
5D;LECMBDI;BLL;Madrid Ruta 1
5D;LECMBDI;BLU;Madrid Ruta 1
5D;LECMBDI;DGL;Madrid Ruta 1
5D;LECMBDI;DGU;Madrid Ruta 1
5D;LECMNWL;ASL;Madrid Ruta 1
5D;LECMNWL;SAL;Madrid Ruta 1
5D;LECMPAI;PAL;Madrid Ruta 1
5D;LECMPAI;PAU;Madrid Ruta 1
5D;LECMSAU;SAU;Madrid Ruta 1
5E;LECMASU;ASU;Madrid Ruta 1
5E;LECMBLI;BLL;Madrid Ruta 1
5E;LECMBLI;BLU;Madrid Ruta 1
5E;LECMDPI;DGL;Madrid Ruta 1
5E;LECMDPI;DGU;Madrid Ruta 1
5E;LECMDPI;PAL;Madrid Ruta 1
5E;LECMDPI;PAU;Madrid Ruta 1
5E;LECMNWL;ASL;Madrid Ruta 1
5E;LECMNWL;SAL;Madrid Ruta 1
5E;LECMSAU;SAU;Madrid Ruta 1
6A;LECMASI;ASL;Madrid Ruta 1
6A;LECMASI;ASU;Madrid Ruta 1
6A;LECMBLI;BLL;Madrid Ruta 1
6A;LECMBLI;BLU;Madrid Ruta 1
6A;LECMDGL;DGL;Madrid Ruta 1
6A;LECMDGU;DGU;Madrid Ruta 1
6A;LECMPAI;PAL;Madrid Ruta 1
6A;LECMPAI;PAU;Madrid Ruta 1
6A;LECMSAN;SAL;Madrid Ruta 1
6A;LECMSAN;SAU;Madrid Ruta 1
6B;LECMASI;ASL;Madrid Ruta 1
6B;LECMASI;ASU;Madrid Ruta 1
6B;LECMBLI;BLL;Madrid Ruta 1
6B;LECMBLI;BLU;Madrid Ruta 1
6B;LECMDGI;DGL;Madrid Ruta 1
6B;LECMDGI;DGU;Madrid Ruta 1
6B;LECMPAL;PAL;Madrid Ruta 1
6B;LECMPAU;PAU;Madrid Ruta 1
6B;LECMSAN;SAL;Madrid Ruta 1
6B;LECMSAN;SAU;Madrid Ruta 1
6C;LECMBLI;BLL;Madrid Ruta 1
6C;LECMBLI;BLU;Madrid Ruta 1
6C;LECMDGL;DGL;Madrid Ruta 1
6C;LECMDGU;DGU;Madrid Ruta 1
6C;LECMPAL;PAL;Madrid Ruta 1
6C;LECMPAU;PAU;Madrid Ruta 1
6C;LECMSAI;ASL;Madrid Ruta 1
6C;LECMSAI;ASU;Madrid Ruta 1
6C;LECMSAI;SAL;Madrid Ruta 1
6C;LECMSAI;SAU;Madrid Ruta 1
6D;LECMBLL;BLL;Madrid Ruta 1
6D;LECMBLU;BLU;Madrid Ruta 1
6D;LECMDGL;DGL;Madrid Ruta 1
6D;LECMDGU;DGU;Madrid Ruta 1
6D;LECMPAI;PAL;Madrid Ruta 1
6D;LECMPAI;PAU;Madrid Ruta 1
6D;LECMSAI;ASL;Madrid Ruta 1
6D;LECMSAI;ASU;Madrid Ruta 1
6D;LECMSAI;SAL;Madrid Ruta 1
6D;LECMSAI;SAU;Madrid Ruta 1
6E;LECMBLL;BLL;Madrid Ruta 1
6E;LECMBLU;BLU;Madrid Ruta 1
6E;LECMDGI;DGL;Madrid Ruta 1
6E;LECMDGI;DGU;Madrid Ruta 1
6E;LECMPAL;PAL;Madrid Ruta 1
6E;LECMPAU;PAU;Madrid Ruta 1
6E;LECMSAI;ASL;Madrid Ruta 1
6E;LECMSAI;ASU;Madrid Ruta 1
6E;LECMSAI;SAL;Madrid Ruta 1
6E;LECMSAI;SAU;Madrid Ruta 1
6F1;LECMASL;ASL;Madrid Ruta 1
6F1;LECMASU;ASU;Madrid Ruta 1
6F1;LECMBLI;BLL;Madrid Ruta 1
6F1;LECMBLI;BLU;Madrid Ruta 1
6F1;LECMDGI;DGL;Madrid Ruta 1
6F1;LECMDGI;DGU;Madrid Ruta 1
6F1;LECMPAI;PAL;Madrid Ruta 1
6F1;LECMPAI;PAU;Madrid Ruta 1
6F1;LECMSAN;SAL;Madrid Ruta 1
6F1;LECMSAN;SAU;Madrid Ruta 1
6F2;LECMASU;ASU;Madrid Ruta 1
6F2;LECMBLI;BLL;Madrid Ruta 1
6F2;LECMBLI;BLU;Madrid Ruta 1
6F2;LECMDGI;DGL;Madrid Ruta 1
6F2;LECMDGI;DGU;Madrid Ruta 1
6F2;LECMNWL;ASL;Madrid Ruta 1
6F2;LECMNWL;SAL;Madrid Ruta 1
6F2;LECMPAI;PAL;Madrid Ruta 1
6F2;LECMPAI;PAU;Madrid Ruta 1
6F2;LECMSAU;SAU;Madrid Ruta 1
6G;LECMASI;ASL;Madrid Ruta 1
6G;LECMASI;ASU;Madrid Ruta 1
6G;LECMBLL;BLL;Madrid Ruta 1
6G;LECMBLU;BLU;Madrid Ruta 1
6G;LECMDGI;DGL;Madrid Ruta 1
6G;LECMDGI;DGU;Madrid Ruta 1
6G;LECMPAI;PAL;Madrid Ruta 1
6G;LECMPAI;PAU;Madrid Ruta 1
6G;LECMSAN;SAL;Madrid Ruta 1
6G;LECMSAN;SAU;Madrid Ruta 1
7A;LECMASI;ASL;Madrid Ruta 1
7A;LECMASI;ASU;Madrid Ruta 1
7A;LECMBLI;BLL;Madrid Ruta 1
7A;LECMBLI;BLU;Madrid Ruta 1
7A;LECMDGL;DGL;Madrid Ruta 1
7A;LECMDGU;DGU;Madrid Ruta 1
7A;LECMPAL;PAL;Madrid Ruta 1
7A;LECMPAU;PAU;Madrid Ruta 1
7A;LECMSAN;SAL;Madrid Ruta 1
7A;LECMSAN;SAU;Madrid Ruta 1
7B;LECMASI;ASL;Madrid Ruta 1
7B;LECMASI;ASU;Madrid Ruta 1
7B;LECMBLL;BLL;Madrid Ruta 1
7B;LECMBLU;BLU;Madrid Ruta 1
7B;LECMDGL;DGL;Madrid Ruta 1
7B;LECMDGU;DGU;Madrid Ruta 1
7B;LECMPAI;PAL;Madrid Ruta 1
7B;LECMPAI;PAU;Madrid Ruta 1
7B;LECMSAN;SAL;Madrid Ruta 1
7B;LECMSAN;SAU;Madrid Ruta 1
7C;LECMASI;ASL;Madrid Ruta 1
7C;LECMASI;ASU;Madrid Ruta 1
7C;LECMBLL;BLL;Madrid Ruta 1
7C;LECMBLU;BLU;Madrid Ruta 1
7C;LECMDGI;DGL;Madrid Ruta 1
7C;LECMDGI;DGU;Madrid Ruta 1
7C;LECMPAL;PAL;Madrid Ruta 1
7C;LECMPAU;PAU;Madrid Ruta 1
7C;LECMSAN;SAL;Madrid Ruta 1
7C;LECMSAN;SAU;Madrid Ruta 1
7D;LECMBLL;BLL;Madrid Ruta 1
7D;LECMBLU;BLU;Madrid Ruta 1
7D;LECMDGL;DGL;Madrid Ruta 1
7D;LECMDGU;DGU;Madrid Ruta 1
7D;LECMPAL;PAL;Madrid Ruta 1
7D;LECMPAU;PAU;Madrid Ruta 1
7D;LECMSAI;ASL;Madrid Ruta 1
7D;LECMSAI;ASU;Madrid Ruta 1
7D;LECMSAI;SAL;Madrid Ruta 1
7D;LECMSAI;SAU;Madrid Ruta 1
7E;LECMASL;ASL;Madrid Ruta 1
7E;LECMASU;ASU;Madrid Ruta 1
7E;LECMBLI;BLL;Madrid Ruta 1
7E;LECMBLI;BLU;Madrid Ruta 1
7E;LECMDGL;DGL;Madrid Ruta 1
7E;LECMDGU;DGU;Madrid Ruta 1
7E;LECMPAI;PAL;Madrid Ruta 1
7E;LECMPAI;PAU;Madrid Ruta 1
7E;LECMSAN;SAL;Madrid Ruta 1
7E;LECMSAN;SAU;Madrid Ruta 1
7F1;LECMASL;ASL;Madrid Ruta 1
7F1;LECMASU;ASU;Madrid Ruta 1
7F1;LECMBLI;BLL;Madrid Ruta 1
7F1;LECMBLI;BLU;Madrid Ruta 1
7F1;LECMDGI;DGL;Madrid Ruta 1
7F1;LECMDGI;DGU;Madrid Ruta 1
7F1;LECMPAL;PAL;Madrid Ruta 1
7F1;LECMPAU;PAU;Madrid Ruta 1
7F1;LECMSAN;SAL;Madrid Ruta 1
7F1;LECMSAN;SAU;Madrid Ruta 1
7F2;LECMASU;ASU;Madrid Ruta 1
7F2;LECMBLI;BLL;Madrid Ruta 1
7F2;LECMBLI;BLU;Madrid Ruta 1
7F2;LECMDGI;DGL;Madrid Ruta 1
7F2;LECMDGI;DGU;Madrid Ruta 1
7F2;LECMNWL;ASL;Madrid Ruta 1
7F2;LECMNWL;SAL;Madrid Ruta 1
7F2;LECMPAL;PAL;Madrid Ruta 1
7F2;LECMPAU;PAU;Madrid Ruta 1
7F2;LECMSAU;SAU;Madrid Ruta 1
7G1;LECMASL;ASL;Madrid Ruta 1
7G1;LECMASU;ASU;Madrid Ruta 1
7G1;LECMBLL;BLL;Madrid Ruta 1
7G1;LECMBLU;BLU;Madrid Ruta 1
7G1;LECMDGI;DGL;Madrid Ruta 1
7G1;LECMDGI;DGU;Madrid Ruta 1
7G1;LECMPAI;PAL;Madrid Ruta 1
7G1;LECMPAI;PAU;Madrid Ruta 1
7G1;LECMSAN;SAL;Madrid Ruta 1
7G1;LECMSAN;SAU;Madrid Ruta 1
7G2;LECMASU;ASU;Madrid Ruta 1
7G2;LECMBLL;BLL;Madrid Ruta 1
7G2;LECMBLU;BLU;Madrid Ruta 1
7G2;LECMDGI;DGL;Madrid Ruta 1
7G2;LECMDGI;DGU;Madrid Ruta 1
7G2;LECMNWL;ASL;Madrid Ruta 1
7G2;LECMNWL;SAL;Madrid Ruta 1
7G2;LECMPAI;PAL;Madrid Ruta 1
7G2;LECMPAI;PAU;Madrid Ruta 1
7G2;LECMSAU;SAU;Madrid Ruta 1
8A;LECMASI;ASL;Madrid Ruta 1
8A;LECMASI;ASU;Madrid Ruta 1
8A;LECMBLL;BLL;Madrid Ruta 1
8A;LECMBLU;BLU;Madrid Ruta 1
8A;LECMDGL;DGL;Madrid Ruta 1
8A;LECMDGU;DGU;Madrid Ruta 1
8A;LECMPAL;PAL;Madrid Ruta 1
8A;LECMPAU;PAU;Madrid Ruta 1
8A;LECMSAN;SAL;Madrid Ruta 1
8A;LECMSAN;SAU;Madrid Ruta 1
8B1;LECMASL;ASL;Madrid Ruta 1
8B1;LECMASU;ASU;Madrid Ruta 1
8B1;LECMBLI;BLL;Madrid Ruta 1
8B1;LECMBLI;BLU;Madrid Ruta 1
8B1;LECMDGL;DGL;Madrid Ruta 1
8B1;LECMDGU;DGU;Madrid Ruta 1
8B1;LECMPAL;PAL;Madrid Ruta 1
8B1;LECMPAU;PAU;Madrid Ruta 1
8B1;LECMSAN;SAL;Madrid Ruta 1
8B1;LECMSAN;SAU;Madrid Ruta 1
8B2;LECMASU;ASU;Madrid Ruta 1
8B2;LECMBLI;BLL;Madrid Ruta 1
8B2;LECMBLI;BLU;Madrid Ruta 1
8B2;LECMDGL;DGL;Madrid Ruta 1
8B2;LECMDGU;DGU;Madrid Ruta 1
8B2;LECMNWL;ASL;Madrid Ruta 1
8B2;LECMNWL;SAL;Madrid Ruta 1
8B2;LECMPAL;PAL;Madrid Ruta 1
8B2;LECMPAU;PAU;Madrid Ruta 1
8B2;LECMSAU;SAU;Madrid Ruta 1
8C1;LECMASL;ASL;Madrid Ruta 1
8C1;LECMASU;ASU;Madrid Ruta 1
8C1;LECMBLL;BLL;Madrid Ruta 1
8C1;LECMBLU;BLU;Madrid Ruta 1
8C1;LECMDGL;DGL;Madrid Ruta 1
8C1;LECMDGU;DGU;Madrid Ruta 1
8C1;LECMPAI;PAL;Madrid Ruta 1
8C1;LECMPAI;PAU;Madrid Ruta 1
8C1;LECMSAN;SAL;Madrid Ruta 1
8C1;LECMSAN;SAU;Madrid Ruta 1
8C2;LECMASU;ASU;Madrid Ruta 1
8C2;LECMBLL;BLL;Madrid Ruta 1
8C2;LECMBLU;BLU;Madrid Ruta 1
8C2;LECMDGL;DGL;Madrid Ruta 1
8C2;LECMDGU;DGU;Madrid Ruta 1
8C2;LECMNWL;ASL;Madrid Ruta 1
8C2;LECMNWL;SAL;Madrid Ruta 1
8C2;LECMPAI;PAL;Madrid Ruta 1
8C2;LECMPAI;PAU;Madrid Ruta 1
8C2;LECMSAU;SAU;Madrid Ruta 1
8D1;LECMASL;ASL;Madrid Ruta 1
8D1;LECMASU;ASU;Madrid Ruta 1
8D1;LECMBLL;BLL;Madrid Ruta 1
8D1;LECMBLU;BLU;Madrid Ruta 1
8D1;LECMDGI;DGL;Madrid Ruta 1
8D1;LECMDGI;DGU;Madrid Ruta 1
8D1;LECMPAL;PAL;Madrid Ruta 1
8D1;LECMPAU;PAU;Madrid Ruta 1
8D1;LECMSAN;SAL;Madrid Ruta 1
8D1;LECMSAN;SAU;Madrid Ruta 1
8D2;LECMASU;ASU;Madrid Ruta 1
8D2;LECMBLL;BLL;Madrid Ruta 1
8D2;LECMBLU;BLU;Madrid Ruta 1
8D2;LECMDGI;DGL;Madrid Ruta 1
8D2;LECMDGI;DGU;Madrid Ruta 1
8D2;LECMNWL;ASL;Madrid Ruta 1
8D2;LECMNWL;SAL;Madrid Ruta 1
8D2;LECMPAL;PAL;Madrid Ruta 1
8D2;LECMPAU;PAU;Madrid Ruta 1
8D2;LECMSAU;SAU;Madrid Ruta 1
9A1;LECMASL;ASL;Madrid Ruta 1
9A1;LECMASU;ASU;Madrid Ruta 1
9A1;LECMBLL;BLL;Madrid Ruta 1
9A1;LECMBLU;BLU;Madrid Ruta 1
9A1;LECMDGL;DGL;Madrid Ruta 1
9A1;LECMDGU;DGU;Madrid Ruta 1
9A1;LECMPAL;PAL;Madrid Ruta 1
9A1;LECMPAU;PAU;Madrid Ruta 1
9A1;LECMSAN;SAL;Madrid Ruta 1
9A1;LECMSAN;SAU;Madrid Ruta 1
9A2;LECMASU;ASU;Madrid Ruta 1
